1435,19.2025,132.314,31.7509,0.62,1.996e+06
1445,49.973,11950.6,3633.55,1.952,1.996e+06
1446,518.903,30933.9,10275.1,1.084,1.996e+06
1451,26.5833,108.669,38.6847,1.748,1.996e+06
1490,417.419,52463.4,18042.2,3.06,1.996e+06
1505,58.8621,12796.7,4197,1.78,1.996e+06
1520,497.682,39288.4,14900.3,0.556,1.996e+06
1528,97.9524,14182.1,3713.41,4.32,1.996e+06
1535,101.603,24987.2,8287.15,3.112,1.996e+06
1538,636.619,61177.2,28042.7,0.352,1.996e+06
1546,407.972,41652.3,13570.7,5.472,1.996e+06
1549,395.08,47317.6,17532.3,3.612,1.996e+06
1632,873.852,73935.4,39082.5,1.84,1.996e+06
1668,478.625,26304.3,6904.67,4.788,1.996e+06
1697,79.0479,25309,9225.14,0.928,1.996e+06
1757,57.1863,112.593,24.7638,0.54,1.996e+06
1765,365.688,120.561,35.6922,0.716,1.996e+06
1830,184.246,44749.9,16213.8,1.708,1.996e+06
1836,956.12,60217.1,23907.9,6.656,1.996e+06
1842,503.57,41905,15693.9,6.072,1.996e+06
1918,398.289,51573.3,19378.7,3.132,1.996e+06
1952,409.196,34822.5,12027.8,7.472,1.996e+06
2000,351.427,47846,18899.3,2.58,1.996e+06
2001,232.944,31721.6,9446.38,1.148,1.996e+06
2002,445.694,42162.7,15403.8,2.316,1.996e+06
2023,49.5855,5172.99,1350.62,1.324,1.996e+06
2086,435.818,31516.9,8097.29,3.628,1.996e+06
2103,889.221,67122.8,26990.8,3.152,1.996e+06
2114,460.883,38836.2,13406.4,4.884,1.996e+06
2126,382.522,42544.8,15520.1,3.784,1.996e+06
2130,479.544,40023.5,14027.3,5.164,1.996e+06
2132,428.922,113.838,32.6062,2.932,1.996e+06
2138,380.91,42895.1,12214.9,6.02,1.996e+06
2239,35.9863,5003.19,1420.57,6.46,1.996e+06
2254,553.752,51030.8,22913.5,0.4,1.996e+06
2272,738.885,62258.8,31634.3,0.976,1.996e+06
2289,451.509,1027.19,310.35,8.512,1.996e+06
2295,646.218,18939.1,7473.08,0.572,1.996e+06
2347,445.19,25407.3,7632.3,5.952,1.996e+06
2352,56.9522,7064.64,1794.19,8.196,1.996e+06
2353,436.844,119.667,25.6113,1.352,1.996e+06
2366,51.0075,80.3642,33.9183,0.612,1.996e+06
2408,242.668,14312.8,3982.97,7.7,1.996e+06
2421,62.8538,11613.8,3870.47,3.54,1.996e+06
2446,430.212,41027.6,11891.5,3.12,1.996e+06
2471,386.47,49751.2,21106.9,2.272,1.996e+06
2496,210.637,68414.8,35178.3,0.528,1.996e+06
2571,461.571,117.667,31.7115,1.012,1.996e+06
2598,414.784,45242.9,17141,3.24,1.996e+06
2609,694.396,69110.1,31186.3,1.108,1.996e+06
2610,52.9788,6696.09,1844.16,5.416,1.996e+06
2618,834.289,88765.9,51704.7,2.416,1.996e+06
2636,403.95,12175.8,3857.42,4.02,1.996e+06
2706,671.356,4630.03,1127.3,1.216,1.996e+06
2719,411.593,52729.6,18917.2,2.236,1.996e+06
2742,467.468,71.0417,10.1369,0.932,1.996e+06
2750,435.834,40071.9,12755.2,5.624,1.996e+06
2753,619.246,42728.9,13304.1,0.544,1.996e+06
2803,35.1549,93.0903,42.4245,0.596,1.996e+06
2826,362.995,17163.6,5752.27,4.304,1.996e+06
2936,461.4,58.7074,23.1339,0.568,1.996e+06
2946,548.898,84.2478,27.7215,1.036,1.996e+06
2952,494.104,38999.9,11662.3,2.276,1.996e+06
2975,388.388,29605.3,11120,7.788,1.996e+06
2989,868.907,99.868,21.594,1.976,1.996e+06
3017,363.881,53338.5,21451.3,2.108,1.996e+06
3070,41.5147,297.253,90.4313,9.02,1.996e+06
3091,241.039,72857.1,40409.2,0.448,1.996e+06
3105,941.043,103.39,36.6033,2.136,1.996e+06
3113,217.135,18963.2,6546.42,4.984,1.996e+06
3119,421.994,31452.5,9459.33,7.916,1.996e+06
3131,338.348,60952.5,21668,0.94,1.996e+06
3133,933.683,47965.1,15894,2.832,1.996e+06
3149,407.967,54907.4,23341,1.24,1.996e+06
3190,18.2828,71.2869,48.3371,0.76,1.996e+06
3229,403.118,36048.4,12420.3,8.184,1.996e+06
3250,335.21,57223.2,26319.1,1.724,1.996e+06
3261,77.734,8222.11,2666.41,4.404,1.996e+06
3280,238.791,65588.8,32229.5,0.46,1.996e+06
3336,221.23,61262.7,29731.3,0.944,1.996e+06
3337,180.922,82465.8,43751.1,0.332,1.996e+06
3367,1.56628,92.3039,20.7772,0.34,1.996e+06
3388,355.26,52149,22053.1,1.264,1.996e+06
3459,26.4193,6434.23,1653.55,3.016,1.996e+06
3464,230.927,68217.2,31245.2,1.356,1.996e+06
3489,53.3245,6834.65,2533.72,8.212,1.996e+06
3495,448.695,40867.9,12324.7,4.6,1.996e+06
3501,446.321,38167.7,12497.9,5.228,1.996e+06
3561,393.079,113.519,35.1314,0.52,1.996e+06
3571,411.508,68.4464,13.2303,1.088,1.996e+06
3580,424.494,47953.2,19371.8,4.384,1.996e+06
3581,467.884,42716.1,14954.6,2.768,1.996e+06
3646,229.179,61324.8,29216,0.912,1.996e+06
3659,432.33,33785.2,10227.4,7.092,1.996e+06
3666,184.285,63415.4,32075.3,0.32,1.996e+06
3681,651.001,56035.5,17180.9,3.768,1.996e+06
3703,209.393,18047.9,6099.67,0.736,1.996e+06
3706,613.417,39095.7,12965.2,6.2,1.996e+06
3709,428.295,41089.3,16244.9,2.956,1.996e+06
3747,388.651,39828.5,11842.3,3.704,1.996e+06
3759,385.024,45485.3,15188.3,5.28,1.996e+06
3785,5.59077,4662.2,1540.24,7.34,1.996e+06
3916,450.306,44306.3,15389.3,4.732,1.996e+06
3968,371.685,90.9909,20.6887,4.756,1.996e+06
3992,974.586,75.3669,23.4403,0.74,1.996e+06
4002,86.7426,5173.53,1257.39,6.992,1.996e+06
4030,325.63,60657.7,26632.9,1.112,1.996e+06
4057,478.987,42349,15225.2,4.008,1.996e+06
4063,390.305,31824.2,8239.76,6.568,1.996e+06
4084,471.45,35537.3,13817.2,5.416,1.996e+06
4092,425.161,34390.2,9039.69,8.284,1.996e+06
4104,400.747,44762.5,14223.8,4.072,1.996e+06
4126,601.754,64366.8,29737.6,3.112,1.996e+06
4141,343.906,35803.1,12241.8,1.456,1.996e+06
4146,413.3,35512.2,12850.9,7.78,1.996e+06
4164,950.205,41935.8,13672,7.292,1.996e+06
4191,317.073,63852.8,28858.3,0.712,1.996e+06
4208,47.5389,8561.24,2357.12,0.484,1.996e+06
4216,69.8456,16532.2,4552.01,0.372,1.996e+06
4235,321.477,39447.5,13341.2,3.364,1.996e+06
4255,98.3389,254.024,62.0977,0.524,1.996e+06
4264,7.48449,32.4181,10.9429,0.404,1.996e+06
4284,188.882,880.305,316.814,0.528,1.996e+06
4291,289.329,70216.3,33522.4,0.596,1.996e+06
4341,771.785,1870.8,618.944,0.964,1.996e+06
4345,489.33,38532.5,9498.15,3.112,1.996e+06
4405,755.062,7891.4,2876.32,0.38,1.996e+06
4438,356.702,41331.4,13051.6,2.776,1.996e+06
4462,476.69,29156.4,7738.2,6.512,1.996e+06
4475,614.68,90501.8,63047,0.592,1.996e+06
4498,5.89813,5622.74,1751.99,1.168,1.996e+06
4508,238.97,66370.5,33541.9,0.364,1.996e+06
4531,407.778,38977.1,11163.2,7.484,1.996e+06
4533,364.834,47304.7,19814.4,3.752,1.996e+06
4545,445.039,133.726,25.3194,0.628,1.996e+06
4566,248.066,34925.4,10835.3,2.524,1.996e+06
4568,422.126,42967,15545.3,4.86,1.996e+06
4639,877.773,72.7324,15.9785,4.548,1.996e+06
4641,307.438,572.47,216.281,4.168,1.996e+06
4706,842.86,84.1611,26.6927,0.652,1.996e+06
4721,55.9637,5241.4,1931.2,7.856,1.996e+06
4740,112.76,23115.1,7170.48,5.196,1.996e+06
4868,845.253,46849.9,18006.6,1.352,1.996e+06
4882,548.795,24811.8,8518.53,2.176,1.996e+06
4916,474.62,61643.6,28293.3,1.016,1.996e+06
4994,37.141,75.5475,11.15,0.548,1.996e+06
5056,478.579,53910.1,18821.8,4.44,1.996e+06
5066,80.7926,97.0278,21.3912,0.392,1.996e+06
5084,264.734,7618.51,2594.54,0.636,1.996e+06
5104,709.426,177.248,42.7839,0.744,1.996e+06
5181,776.084,6464.14,1602.59,6.8,1.996e+06
5199,514.764,59503.2,27412.8,1.608,1.996e+06
5202,165.116,167.556,7.30545,0.584,1.996e+06
5231,422.237,37101.5,12690.6,6.48,1.996e+06
5250,428.535,45326.8,16434.2,3.388,1.996e+06
5311,212.4,59683.2,27059.6,0.884,1.996e+06
5378,392.482,42830.6,14837.1,4.336,1.996e+06
5483,919.909,8616.84,3194.96,7.004,1.996e+06
5505,558.176,43332.9,14686.4,2.036,1.996e+06
5506,26.4136,214.812,77.5095,0.416,1.996e+06
5538,415.321,45660,16898.2,3.404,1.996e+06
5566,405.343,42047.5,13784.4,4.08,1.996e+06
5610,256.74,65334.9,33265.3,0.724,1.996e+06
5623,55.1903,13460,4661.27,1.62,1.996e+06
5675,508.5,96.1601,28.0795,0.684,1.996e+06
5706,403.624,50300.3,21135.8,1.46,1.996e+06
5717,546.519,39593.4,12444.2,4.492,1.996e+06
5719,177.002,30187.7,9227.68,2.136,1.996e+06
5731,157.799,46707.7,19353.2,0.416,1.996e+06
5737,351.458,8741.37,2411.94,8.428,1.996e+06
5738,441.913,47386.3,19801.8,3.304,1.996e+06
5745,407.425,43758.6,15950.1,4.752,1.996e+06
5773,465.146,34782.9,10161.1,7.716,1.996e+06
5865,715.707,162.261,55.9287,0.7,1.996e+06
5892,561.544,74860.5,43174.7,1.024,1.996e+06
5927,262.642,39611.4,13257,0.964,1.996e+06
5952,306.325,108.678,36.8973,3.576,1.996e+06
5956,325.078,60629,29113.9,1.124,1.996e+06
5965,809.303,90365.5,65611.3,0.86,1.996e+06
6015,462.351,37168,11873.7,5.592,1.996e+06
6021,383.936,54085.6,22925.8,2.036,1.996e+06
6083,488.189,32311.1,11128.8,7.736,1.996e+06
6132,147.458,15614.6,8130.27,4.444,1.996e+06
6148,490.737,40938.2,16344.8,1.756,1.996e+06
6157,307.689,67096.3,34791.5,0.412,1.996e+06
6167,377.154,52228.7,21320.1,1.456,1.996e+06
6247,855.019,125.061,41.3485,1.628,1.996e+06
6332,728.259,48994.4,18576.2,4.4,1.996e+06
6335,609.695,29452,8854.99,6.52,1.996e+06
6376,504.834,38553.6,10061.5,6.756,1.996e+06
6428,57.7687,9372.78,3097.98,2.768,1.996e+06
6446,350.289,51918.6,23343.4,1.316,1.996e+06
6470,289.847,15694,3856.73,1.852,1.996e+06
6485,561.887,16450.3,4967.41,4.812,1.996e+06
6498,385.671,47907,19117.5,2.96,1.996e+06
6511,974.819,76870.3,42441.6,3.156,1.996e+06
6520,443.21,47808.8,16719.7,3.628,1.996e+06
6527,275.854,57.7492,10.5913,6.116,1.996e+06
6556,31.0145,75.7952,16.8313,0.5,1.996e+06
6562,368.353,46781.6,18605,4.816,1.996e+06
6583,337.795,89.168,18.4601,0.984,1.996e+06
6596,373.31,51229,20307,3.344,1.996e+06
6603,434.616,32477,10473.3,6.276,1.996e+06
6621,409.871,108.825,17.2946,1.016,1.996e+06
6628,386.088,39440.7,12525.9,6.244,1.996e+06
6640,485.286,56277.8,26615.8,2.156,1.996e+06
6657,392.876,48522.8,18692.6,2.216,1.996e+06
6684,426.5,46781.9,16715.4,4.256,1.996e+06
6698,871.712,261.834,82.9422,0.844,1.996e+06
6709,446.917,40435.3,11127.8,6.184,1.996e+06
6728,324.54,65414.1,34253.5,0.448,1.996e+06
6746,671.052,112.548,32.8347,0.636,1.996e+06
6758,60.9126,152.274,51.9354,0.292,1.996e+06
6796,752.4,63041.2,31309,0.372,1.996e+06
6821,655.381,73.126,10.2354,1.62,1.996e+06
6895,72.2693,192.116,52.8809,0.368,1.996e+06
6900,923.508,7675.91,2795.03,4.796,1.996e+06
6921,206.663,814.187,220.198,4.284,1.996e+06
6949,376.846,44335.5,16891.9,3.196,1.996e+06
6956,472.099,20809.1,5639.32,6.388,1.996e+06
6962,913.268,116.278,35.7954,1.16,1.996e+06
6980,396.292,51026.5,21204.3,2.344,1.996e+06
6994,360,39796.3,13788.5,3.852,1.996e+06
7030,450.819,51243,15327.7,3.348,1.996e+06
7044,780.653,58097.8,24397.7,5.756,1.996e+06
7134,86.5532,43050.2,14542.8,0.396,1.996e+06
7184,286.184,16872.3,7950.15,1.384,1.996e+06
7189,72.8514,2950.33,1104.77,8.784,1.996e+06
7193,222.119,90.632,22.0327,0.616,1.996e+06
7199,475.22,45510.6,15111.3,1.788,1.996e+06
7218,444.414,44704,14678.5,4.464,1.996e+06
7239,438.436,50766.3,22312.9,3.38,1.996e+06
7246,455.637,42013.6,15021.7,2.364,1.996e+06
7260,413.192,50204.6,19697.9,3.364,1.996e+06
7271,45.9773,266.614,86.7932,0.516,1.996e+06
7303,403.632,43660.9,16213.6,3.98,1.996e+06
7388,937.447,5973.36,1391.77,5.372,1.996e+06
7471,267.706,21185.8,6079.21,1.236,1.996e+06
7474,648.768,36949.1,13340.3,8.528,1.996e+06
7594,309.209,37381.2,13283.8,2.68,1.996e+06
7597,465.59,36249.3,11117.1,7.772,1.996e+06
7624,451.153,577.439,170.658,4.216,1.996e+06
7628,907.071,44160.4,16611.9,6.06,1.996e+06
7730,605.752,18563.4,5894.46,3.484,1.996e+06
7731,388.76,80202.9,56483.8,0.312,1.996e+06
7749,984.273,106.794,39.5955,0.948,1.996e+06
7757,729.779,87371.6,61169.2,0.912,1.996e+06
7795,326.556,73603.7,48422.3,0.352,1.996e+06
7798,25.3096,11472.5,3142.83,4.184,1.996e+06
7830,202.836,75821.8,44574,0.42,1.996e+06
7855,646.782,77.7072,13.2645,1.104,1.996e+06
7869,344.401,55237,23130.5,2.152,1.996e+06
7919,603.365,77.1264,31.5405,0.636,1.996e+06
7992,482.142,34931.6,10973,7.464,1.996e+06
8047,893.037,38826.6,11872.3,6.576,1.996e+06
8055,60.869,3362.55,875.284,4.76,1.996e+06
8129,469.856,54655.1,16607.6,2.228,1.996e+06
8214,174.537,68698.8,36151,0.928,1.996e+06
8239,312.958,1651.73,166.602,0.332,1.996e+06
8266,540.199,80424,54380,0.46,1.996e+06
8291,537.624,74397.7,39601.4,2.668,1.996e+06
8294,483.314,39982.3,12912.9,3.052,1.996e+06
8368,447.008,29317.7,9712.17,7.52,1.996e+06
8380,278.445,63805.4,28248.6,0.632,1.996e+06
8389,67.0695,11727,4248.02,1.884,1.996e+06
8391,46.8981,8611.48,3228.94,6.04,1.996e+06
8418,430.5,41058.9,13582.6,3.144,1.996e+06
8423,519.782,45594.6,13318.8,5.896,1.996e+06
8437,374.688,400.775,121.871,6.308,1.996e+06
8452,86.0462,12008.9,3240.27,5.116,1.996e+06
8494,534.802,53786.9,24629.1,0.868,1.996e+06
8502,394.247,29134.1,6686.48,8.12,1.996e+06
8542,773.641,22737,8004.77,7.764,1.996e+06
8625,949.749,72207.2,34691.9,5.136,1.996e+06
8647,63.8318,132.486,35.7264,0.632,1.996e+06
8648,425.354,53049.5,20091.7,3.704,1.996e+06
8661,730.467,71132.9,40093.6,0.436,1.996e+06
8707,365.396,18477.8,4893.4,0.44,1.996e+06
8714,453.246,40415.1,13503,5.176,1.996e+06
8716,402.239,75.0042,17.3471,0.868,1.996e+06
8726,500.045,44039.5,15913.9,1.904,1.996e+06
8764,263.044,65152.1,30411.8,1.288,1.996e+06
8808,467.121,53155.8,24215.4,2.516,1.996e+06
8866,433.029,34634.8,9964.47,2.648,1.996e+06
8873,401.711,32514.5,8814.31,6.556,1.996e+06
8877,415.927,35090.7,12524.3,6.568,1.996e+06
8906,421.965,35602.7,9848.02,4.416,1.996e+06
8941,60.737,9908.84,2527.84,4.26,1.996e+06
9007,408.555,44705.2,17411,2.716,1.996e+06
9026,426.52,49752.3,20523.6,4.1,1.996e+06
9028,210.725,65906.4,32342.4,0.788,1.996e+06
9081,450.467,34991.8,10042.9,7.328,1.996e+06
9101,16.8911,157.615,24.1485,0.364,1.996e+06
9107,415.295,10139.2,3027.36,2.52,1.996e+06
9118,450.638,22149.8,5444.11,3.996,1.996e+06
9131,930.269,84.4708,23.0378,0.976,1.996e+06
9162,849.806,59408.2,28195.7,0.524,1.996e+06
9168,453.995,77.0392,26.533,0.936,1.996e+06
9202,68.9824,10574.3,3706.48,2.028,1.996e+06
9204,445.687,36947.6,12354.5,4.476,1.996e+06
9223,817.459,45311.3,14168.8,7.112,1.996e+06
9234,410.845,38942.9,13515.7,4.448,1.996e+06
9240,71.1235,5387.48,1441.42,0.892,1.996e+06
9354,373.162,39319.7,12213.4,3.152,1.996e+06
9364,39.3822,179.602,20.6394,0.26,1.996e+06
9403,383.364,118.979,16.0088,0.668,1.996e+06
9427,12.9463,21.3703,6.91582,0.452,1.996e+06
9458,696.259,82794.7,55828.1,1.484,1.996e+06
9485,341.214,2278.62,867.718,7.684,1.996e+06
9526,461.545,35219.5,12810.4,5.16,1.996e+06
9528,431.094,42810.7,11632.7,2.004,1.996e+06
9557,458.202,39940.1,13862.7,5.528,1.996e+06
9562,407.161,3920.79,971.154,5.88,1.996e+06
9569,685.07,49587.4,19497.6,3.556,1.996e+06
9599,457.859,40236.6,11674.8,3.324,1.996e+06
9600,516.508,169.112,50.9801,0.976,1.996e+06
9603,416.252,35763.5,12187.1,4.316,1.996e+06
9678,778.666,125.498,36.8135,0.66,1.996e+06
9685,499.437,42340.3,13138.2,3.096,1.996e+06
9693,392.958,39054.2,13090.6,3.884,1.996e+06
9697,883.282,2639.73,825.869,4.66,1.996e+06
9726,414.234,37886.6,13640.1,5.888,1.996e+06
9772,601.438,8046.06,3026.63,0.492,1.996e+06
9774,466.218,12700.7,4809.57,6.376,1.996e+06
9807,22.4492,120.288,40.2373,0.424,1.996e+06
10023,459.366,29586.6,9793.73,5.484,1.996e+06
10032,485.055,3481.72,1043.9,4.428,1.996e+06
10060,211.718,39843.6,14807.8,0.548,1.996e+06
10093,234.763,68048.3,35749.9,0.492,1.996e+06
10214,327.58,61462.3,29805.7,0.484,1.996e+06
10226,424.266,38895.1,12887.8,6.756,1.996e+06
10274,596.811,40819.6,15580.9,5.972,1.996e+06
10397,613.13,85.4986,30.293,3,1.996e+06
10423,460.685,38897.2,13537.4,3.316,1.996e+06
10468,382.55,70893.3,39144.3,0.408,1.996e+06
10482,232.864,74973.8,40027.9,0.4,1.996e+06
10483,286.409,68281.6,30038.7,0.508,1.996e+06
10553,207.205,10888.8,3458.71,3.98,1.996e+06
10594,79.4764,305.908,89.6596,0.408,1.996e+06
10605,263.845,65102.4,32809.7,0.348,1.996e+06
10621,455.421,30610.5,10766,7.984,1.996e+06
10637,473.115,39573.8,12417.8,5.26,1.996e+06
10711,70.5651,4707.59,1305.87,5.676,1.996e+06
10778,365.481,52270.1,23723.8,1.36,1.996e+06
10804,402.014,51709.9,21370.2,2,1.996e+06
10828,401.311,58309.8,28032,1.192,1.996e+06
10895,2.82849,111.498,32.2609,3.864,1.996e+06
10900,276.942,31451.6,7843.76,3.22,1.996e+06
10986,380.75,57413.4,24429.5,1.252,1.996e+06
11004,350.218,701.773,158.33,7.528,1.996e+06
11023,296.403,65907.6,34108.3,0.532,1.996e+06
11024,509.586,6255.44,1516.73,5.056,1.996e+06
11068,608.372,33803.5,13813.4,0.4,1.996e+06
11071,375.443,6217.64,2431.8,4.168,1.996e+06
11106,414.219,46332.5,18407.6,5.596,1.996e+06
11171,418.791,93.1488,33.7423,1.12,1.996e+06
11207,519.767,73199.5,43812.5,0.408,1.996e+06
11220,350.447,37556.5,9226.3,8.616,1.996e+06
11280,471.339,15552.4,5050.65,4.592,1.996e+06
11298,222.484,68.9822,19.7943,3.032,1.996e+06
11309,404.027,16114.9,5588.75,1.78,1.996e+06
11391,818.306,45152.1,16324.5,5.724,1.996e+06
11395,279.969,67570.9,23193.6,1.38,1.996e+06
11447,519.094,16206.6,4819.54,3.104,1.996e+06
11472,427.681,47557.3,19973.7,1.728,1.996e+06
11488,180.78,76365.2,41943.4,0.876,1.996e+06
11499,64.1348,8924.97,3023.84,3.98,1.996e+06
11511,502.31,39741.7,12956.3,1.776,1.996e+06
11534,274.128,4654.26,1607.69,1.38,1.996e+06
11544,425.919,47391.3,17157,1.768,1.996e+06
11571,410.467,70.3387,12.6529,2.712,1.996e+06
11576,320.796,44015.8,14935.3,8.12,1.996e+06
11589,452.749,90.5835,24.3168,0.652,1.996e+06
11648,331.532,101.78,3.94874,0.832,1.996e+06
11665,44.438,89.4653,39.0678,1.816,1.996e+06
11675,50.2078,95317.6,60826.4,3.44,1.996e+06
11676,218.163,58148.8,26960.4,0.524,1.996e+06
11705,355.036,1186.88,291.092,8.8,1.996e+06
11712,60.9061,4126.53,1086.55,8.536,1.996e+06
11828,949.537,1609.47,471.552,0.564,1.996e+06
11844,259.195,65147.7,31340.7,0.92,1.996e+06
11853,442.176,3389.43,1128.46,3.848,1.996e+06
11910,686.334,10840,2786.14,8.384,1.996e+06
11926,443.551,36520.4,13434.7,5.492,1.996e+06
12051,41.3285,11985.1,3008.27,2.316,1.996e+06
12084,363.621,5393.87,1434.31,5.872,1.996e+06
12087,851.811,97.9981,20.9395,0.856,1.996e+06
12093,391.647,20.0244,4.42544,0.888,1.996e+06
12169,319.19,53673.4,22127.3,0.456,1.996e+06
12185,309.715,3799.53,896.692,8.08,1.996e+06
12208,455.853,31727.2,11757.3,7.436,1.996e+06
12221,427.829,47128.2,17718.9,1.388,1.996e+06
12269,393.2,54542.1,25362.8,1.128,1.996e+06
12324,105.088,7068.22,2196.43,6.02,1.996e+06
12348,587.049,56336.4,25147.9,4.772,1.996e+06
12392,373.331,48279.6,18655.6,3.296,1.996e+06
12455,992.897,90.2043,18.8926,5.48,1.996e+06
12486,30.6303,23659.6,8301.23,0.34,1.996e+06
12497,5.04539,104.913,29.8212,1.104,1.996e+06
12551,46.7044,109.402,27.8447,0.572,1.996e+06
12585,513.863,27950.8,8699.62,7.8,1.996e+06
12598,785.134,88.0237,29.5248,1.364,1.996e+06
12650,479.267,37511.3,12542.2,4.688,1.996e+06
12702,269.721,28554,9187.93,5.228,1.996e+06
12759,397.396,45809.1,13895.9,2,1.996e+06
12813,375.787,41703,11733.3,5.412,1.996e+06
12823,949.827,74.4892,13.3767,1.32,1.996e+06
12935,461.644,1172.76,346.905,3.048,1.996e+06
12977,538.896,20816.4,5518.64,5.992,1.996e+06
12979,3.78344,90.6921,25.3385,2.692,1.996e+06
12984,367.698,25365.9,9135.09,0.864,1.996e+06
13028,329.703,895.851,290.431,0.396,1.996e+06
13036,245.324,57295.6,24340.1,1.188,1.996e+06
13061,68.8267,5100.75,1773.31,8.02,1.996e+06
13140,760.265,89.2736,27.9276,0.684,1.996e+06
13172,414.485,45046,14093.4,1.424,1.996e+06
13197,1.2162,107.494,31.8736,5.536,1.996e+06
13254,86.0537,4583.65,1194.92,8.62,1.996e+06
13260,435.852,67310.7,24418.4,4.468,1.996e+06
13275,57.6234,209.457,81.54,0.472,1.996e+06
13353,363.132,39786.1,14447,8.316,1.996e+06
13505,431.123,37875.3,10648.2,5.308,1.996e+06
13591,857.573,43919.1,17204.2,4.932,1.996e+06
13672,672.41,76524,31874.8,3.284,1.996e+06
13673,26.2456,6118.61,1915.55,4.716,1.996e+06
13699,883.035,62691.7,27198.2,4.38,1.996e+06
13717,452.012,30348.1,10336,7.576,1.996e+06
13761,66.7727,4408.23,1173.75,8.148,1.996e+06
13792,421.889,31067,7994.15,6.272,1.996e+06
13801,385.549,38060.4,10514.5,5.268,1.996e+06
13812,379.102,32109.8,8390.11,7.596,1.996e+06
13815,464.109,34110.1,10671.4,6.988,1.996e+06
13878,995.731,74.662,11.1393,1.112,1.996e+06
13888,440.735,36994.8,11044.6,4.96,1.996e+06
13890,430.887,32814,10240.2,5.672,1.996e+06
13908,364.17,43733.1,16565.3,7.052,1.996e+06
13920,29.1133,7537.63,2279.19,6.924,1.996e+06
13937,792.101,13346.9,4054.47,0.996,1.996e+06
14016,382.982,42144.6,13750.8,3.484,1.996e+06
14020,449.677,43171.2,12856.9,2.528,1.996e+06
14054,36.3178,210.714,53.6889,0.576,1.996e+06
14107,935.546,43373.1,16781.1,0.444,1.996e+06
14127,802.866,1506.93,472.703,0.5,1.996e+06
14153,269.478,72481.7,30870.7,0.44,1.996e+06
14156,895.914,74793.6,35466.9,7.624,1.996e+06
14215,536.426,55087.9,24830.7,2.412,1.996e+06
14231,733.357,72140.8,38645.4,2.324,1.996e+06
14255,396.133,51304.9,21374.9,1.452,1.996e+06
14256,693.742,7821.73,2776.51,0.564,1.996e+06
14260,429.231,39850,12140.2,5.216,1.996e+06
