11,6.792,10772.7,1.996e+06
42,6.608,11274.2,1.996e+06
64,3.612,11310.8,1.996e+06
91,3.916,11195.2,1.996e+06
102,4.24,16015.8,1.996e+06
123,2.72,15572.8,1.996e+06
157,5.7,7333.54,1.996e+06
209,5.9,9856.02,1.996e+06
288,6.608,6515.34,1.996e+06
310,5.24,8725.1,1.996e+06
372,4.456,9209.24,1.996e+06
491,3.14,6941.84,1.996e+06
536,4.28,11511.8,1.996e+06
687,5.244,7841.23,1.996e+06
767,3.06,15864.4,1.996e+06
772,6.236,10126.4,1.996e+06
788,6.992,8287.11,1.996e+06
872,5.568,12739.2,1.996e+06
886,6.62,7086.3,1.996e+06
946,4.436,14666.7,1.996e+06
1001,4.148,10334.6,1.996e+06
1229,6.704,8953.19,1.996e+06
1232,5.512,14541.3,1.996e+06
1344,5.804,9128.85,1.996e+06
1375,4.608,11149.8,1.996e+06
1483,2.88,12610.5,1.996e+06
1490,2.512,15810.5,1.996e+06
1515,3.464,12290.2,1.996e+06
1543,2.748,12278.9,1.996e+06
1546,4.868,12558.1,1.996e+06
1549,3.056,15727,1.996e+06
1622,4.42,9323.02,1.996e+06
1668,4.232,6229.35,1.996e+06
1681,5.896,9152.37,1.996e+06
1718,3.76,12419.6,1.996e+06
1817,2.976,15556.9,1.996e+06
1842,5.476,12597.2,1.996e+06
1918,2.588,17348.6,1.996e+06
1922,4.308,12479.9,1.996e+06
1923,7.088,9441.59,1.996e+06
1930,2.524,12074.1,1.996e+06
1952,6.86,10071,1.996e+06
1960,7.104,10779.5,1.996e+06
2086,3.048,7747.96,1.996e+06
2114,4.32,10243.6,1.996e+06
2126,3.24,13396.9,1.996e+06
2130,4.56,10886.2,1.996e+06
2132,3.728,13454.9,1.996e+06
2138,5.42,11634.3,1.996e+06
2177,5.856,11558,1.996e+06
2260,4.592,15266.6,1.996e+06
2325,2.644,6818.95,1.996e+06
2353,4.304,13205.9,1.996e+06
2446,2.552,11143.2,1.996e+06
2451,5.228,12613.1,1.996e+06
2489,4.92,10547,1.996e+06
2493,2.756,13867.3,1.996e+06
2571,4.104,8567.51,1.996e+06
2598,2.696,13130.4,1.996e+06
2651,5.052,7442.66,1.996e+06
2750,5.052,10227.3,1.996e+06
2762,4.236,8451.4,1.996e+06
2839,5.52,8639.11,1.996e+06
2975,7.156,8947.23,1.996e+06
3119,7.292,8228,1.996e+06
3247,6.184,8131.52,1.996e+06
3294,3.72,11459.1,1.996e+06
3360,2.94,16166.2,1.996e+06
3495,4.036,10854,1.996e+06
3501,4.644,10094.5,1.996e+06
3561,7.284,10532,1.996e+06
3580,3.78,15135.6,1.996e+06
3659,6.496,9354.27,1.996e+06
3747,3.164,11266.8,1.996e+06
3759,4.68,11593.8,1.996e+06
3914,5.3,8994.3,1.996e+06
3916,4.128,11843.9,1.996e+06
4057,3.444,11675.5,1.996e+06
4063,5.98,7896.21,1.996e+06
4084,4.84,10931.7,1.996e+06
4104,3.424,12979.2,1.996e+06
4115,4.548,7269.2,1.996e+06
4146,7.184,10003.9,1.996e+06
4235,2.776,10353.2,1.996e+06
4258,4.48,8771.92,1.996e+06
4289,4.908,10663,1.996e+06
4345,2.556,9078.26,1.996e+06
4409,3.628,10089.4,1.996e+06
4462,5.932,7390.93,1.996e+06
4463,5.496,6903.57,1.996e+06
4484,5.24,11035.1,1.996e+06
4487,3.532,11962.9,1.996e+06
4488,7.232,7239.6,1.996e+06
4516,5.112,8243.91,1.996e+06
4531,6.84,9953.12,1.996e+06
4533,3.204,15589.1,1.996e+06
4545,3.152,12459.3,1.996e+06
4568,4.256,12716.8,1.996e+06
4762,2.644,13398,1.996e+06
4876,6.588,11949.9,1.996e+06
5004,4.548,12082.2,1.996e+06
5056,3.78,14442.4,1.996e+06
5077,3.048,14073.7,1.996e+06
5106,3.972,11360.6,1.996e+06
5231,5.876,10352.4,1.996e+06
5240,4.056,13050.3,1.996e+06
5250,2.692,12931.6,1.996e+06
5378,3.744,11438.2,1.996e+06
5403,6.4,9034.12,1.996e+06
5425,2.956,13546.5,1.996e+06
5485,4.844,11947.1,1.996e+06
5538,2.88,13050.7,1.996e+06
5566,3.54,13028,1.996e+06
5738,2.76,15903.5,1.996e+06
5745,3.984,12736.7,1.996e+06
5773,7.068,8038.27,1.996e+06
5834,6.152,6839.7,1.996e+06
5938,6.104,7182.32,1.996e+06
6015,4.888,9216.95,1.996e+06
6083,7.136,9376.93,1.996e+06
6126,5.264,7394.45,1.996e+06
6150,5.688,9644.93,1.996e+06
6175,2.584,13399.3,1.996e+06
6289,6.916,6790.28,1.996e+06
6376,6.148,9529.61,1.996e+06
6507,4.14,10253,1.996e+06
6520,3.048,12844,1.996e+06
6526,6.132,8179.51,1.996e+06
6543,5.652,12647.1,1.996e+06
6562,4.204,14791.1,1.996e+06
6583,6.352,10571.2,1.996e+06
6596,2.808,17361.1,1.996e+06
6603,5.7,8112.67,1.996e+06
6628,5.656,10793.2,1.996e+06
6655,6.816,8923.7,1.996e+06
6684,3.704,12797,1.996e+06
6709,5.556,9494.03,1.996e+06
6732,5.448,10611.6,1.996e+06
6750,6.04,7476.28,1.996e+06
6949,2.664,15255.9,1.996e+06
6973,7.224,9718.54,1.996e+06
6994,3.264,11694.7,1.996e+06
7029,6.744,12341.4,1.996e+06
7030,2.776,12907.6,1.996e+06
7131,2.676,14763.8,1.996e+06
7218,3.884,13095,1.996e+06
7239,2.848,17922.2,1.996e+06
7260,2.796,15834.8,1.996e+06
7303,3.416,12471.3,1.996e+06
7472,5.916,11007.1,1.996e+06
7479,3.192,8397.61,1.996e+06
7553,7.34,7883.57,1.996e+06
7597,7.116,9171.18,1.996e+06
7702,3.244,7412.43,1.996e+06
7738,3.84,12005.6,1.996e+06
7746,7.42,7440.38,1.996e+06
7992,6.836,9636.53,1.996e+06
8008,4.46,11338.8,1.996e+06
8069,5.644,9571.71,1.996e+06
8092,3.9,8508.37,1.996e+06
8224,3.136,7935.05,1.996e+06
8276,2.752,11151,1.996e+06
8294,2.524,12255.6,1.996e+06
8368,6.884,7813.5,1.996e+06
8393,4.888,10962.3,1.996e+06
8403,3.96,11861.9,1.996e+06
8412,5.324,11462.4,1.996e+06
8418,2.604,12610.2,1.996e+06
8495,4.656,11518.7,1.996e+06
8502,7.436,6395.83,1.996e+06
8532,6.496,10087.9,1.996e+06
8581,5.756,11400.7,1.996e+06
8638,2.836,11959.2,1.996e+06
8648,3.06,15505.8,1.996e+06
8650,5.24,8817.69,1.996e+06
8714,4.592,10570.3,1.996e+06
8873,5.972,8343.77,1.996e+06
8877,5.988,10102.4,1.996e+06
8906,3.848,9392.75,1.996e+06
9026,3.46,16746.7,1.996e+06
9072,4.244,8940.69,1.996e+06
9081,6.684,9394.84,1.996e+06
9107,2.928,13638.4,1.996e+06
9181,4.132,10889.5,1.996e+06
9204,3.916,10360.4,1.996e+06
9234,3.892,11290.4,1.996e+06
9289,2.52,18611.9,1.996e+06
9354,2.628,10523.6,1.996e+06
9526,4.596,10028.3,1.996e+06
9555,5.648,8944.66,1.996e+06
9557,4.94,10594.1,1.996e+06
9599,2.724,11098.9,1.996e+06
